,all_virus_meta_GSE79172_MERS_MDC001_3_24,all_virus_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_meta_GSE79218_MERS_MMVE001_24_36,all_virus_meta_GSE79172_MERS_MDC001_0_24,all_virus_meta_GSE79172_MERS_MDC001_0_12,all_virus_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_4_7,all_virus_meta_GSE79218_MERS_MMVE001_0_48
ADAM17,-1.431784556,0,-1.295740302,0,0,0,0,-1.295740302,-1.520954946,-1.493706115,0,-1.123793185,0
ADAM18,0,1.053430129,0,1.838021148,0,1.799286273,1.053430129,0,0,0,0,1.838021148,0
ADAM19,-1.525210549,1.176476103,1.149722539,0,0,1.764961501,0,1.149722539,-1.752547134,-1.287958306,0,1.771536833,-2.050154571
ADAM1A,0,0,0,0,-1.189288371,-1.235352725,0,0,0,0,-1.189288371,0,0
ADAM20,0,-1.077278627,0,0,0,0,-1.077278627,0,0,0,0,0,0
ADAM21,0,1.078808996,0,0,0,-1.198118482,1.078808996,0,0,0,0,0,0
ADAM22,0,0,1.050506861,0,0,0,0,1.050506861,0,-1.644982232,0,0,-1.323663768
ADAM23,0,1.645953887,0,0,1.891493425,1.375525693,0,1.318760463,0,0,1.891493425,0,2.02506655
ADAM28,0,0,0,-1.157605931,0,-1.114082307,0,0,0,-1.159092981,0,-1.157605931,0
ADAM29,0,1.06692297,0,0,0,0,1.06692297,0,0,0,0,0,0
ADAM32,0,0,0,0,0,0,0,0,0,0,0,0,1.202755144
ADAM33,0,-1.899722493,0,-1.138982365,0,1.180332024,-1.899722493,-1.23701849,0,0,0,-1.138982365,-1.900469438
ADAM5,0,0,0,0,3.850982614,3.341329198,0,0,0,0,3.850982614,0,0
ADAM5P,0,1.103625229,1.067833964,0,0,0,1.103625229,1.067833964,0,0,0,0,0
ADAM6,0,0,1.106892704,0,0,0,0,1.106892704,0,0,0,0,0
ADAM7,0,-1.242409697,0,0,0,0,-1.242409697,0,0,0,0,0,-1.664556294
ADAM8,-1.305192701,-1.400069983,0,1.141926397,-1.752930023,-1.508362997,-1.400069983,-1.833521202,0,1.148575671,-1.752930023,1.141926397,1.301056687
ADAM9,0,1.799190503,0,-1.197929969,-1.196022339,-1.404675651,1.799190503,0,-1.69161157,-1.372593736,-1.196022339,-1.197929969,0
ADAMDEC1,-1.932708514,0,0,0,0,0,0,0,-1.329537151,0,0,0,0
ADAMTS1,0,8.01730364,0,-1.399219835,0,-1.131498478,0,2.695957471,0,0,0,-1.399219835,5.396826664
ADAMTS10,0,-5.635350066,-1.359307946,0,1.854196535,1.695080875,0,-1.359307946,0,-1.141402858,1.854196535,0,-5.124672325
ADAMTS12,0,-1.228571903,0,-1.203236372,1.921521596,0,-1.228571903,0,0,0,1.921521596,-1.203236372,1.149989894
ADAMTS13,1.327961913,-1.423103677,-1.212284922,0,0,0,-1.423103677,-1.212284922,1.35986614,1.225866913,0,0,-1.741416446
ADAMTS14,1.559806383,1.227597463,0,0,0,-1.204608905,1.227597463,0,1.26776745,1.41929378,0,0,1.361948139
ADAMTS15,0,0,0,-1.366552414,0,-2.886999506,0,0,1.193937369,1.200193371,0,-1.366552414,0
ADAMTS17,0,1.043581243,0,0,0,0,1.043581243,0,0,0,0,0,0
ADAMTS18,0,-1.740015945,0,0,0,0,0,0,0,0,0,0,-2.700217214
ADAMTS19,0,0,0,0,0,0,0,0,0,-1.424152601,0,0,0
ADAMTS2,0,1.214131081,0,-1.188927499,1.318795867,-1.117519999,0,0,0,0,1.318795867,-1.188927499,1.164825551
ADAMTS20,0,0,-1.034977022,0,0,0,0,-1.034977022,0,0,0,0,0
ADAMTS3,0,1.641295736,0,0,0,-2.12829874,1.641295736,0,0,0,0,-1.178572258,2.789374901
ADAMTS4,0,0,-1.24422222,0,-1.98368417,-5.070127265,0,-1.24422222,0,0,-1.98368417,0,-1.504405521
ADAMTS5,0,-1.132167832,0,-1.366634896,0,0,-1.132167832,0,0,-1.269062779,0,-1.366634896,-1.210453593
ADAMTS6,0,1.759249184,0,0,-1.722438596,-1.578684435,0,1.421472053,0,0,-1.722438596,0,2.044075853
ADAMTS7,0,-1.279211029,0,0,4.018255832,3.936388506,0,-1.351673736,0,-1.229692181,4.018255832,0,0
ADAMTS8,0,0,-1.061272172,-1.205247932,1.475422076,1.198582605,0,-1.061272172,0,0,1.475422076,-1.205247932,0
ADAMTS9,0,0,1.199718448,0,-1.600431297,-1.742366089,0,1.199718448,0,0,-1.600431297,0,-1.756350993
ADAMTSL1,0,1.920572875,1.197713829,-1.157952506,0,-1.251440669,1.920572875,1.197713829,0,-1.11023227,0,-1.157952506,1.84916883
ADAMTSL2,0,-1.653123985,0,0,0,-1.505906328,-1.653123985,-1.053073633,0,-1.151637464,0,0,0
ADAMTSL3,0,-1.405646126,0,0,0,1.244706024,0,-1.158941269,0,-1.494592358,0,0,-1.460469393
ADAMTSL4,1.288146311,-1.242936655,0,-1.48442235,1.268095005,-1.289917089,-1.242936655,0,0,-1.222166011,1.268095005,-1.48442235,0
ADAMTSL5,0,-2.11375661,-1.371310025,0,1.172475856,-1.087116643,-2.11375661,-1.371310025,0,-1.211579098,1.172475856,0,0
ADAP1,0,-1.20121392,0,1.516695328,-1.231298557,1.245909626,-1.20121392,0,0,-1.349544614,-1.231298557,1.516695328,-1.23089942
ADAP2,1.604001444,0,0,0,-2.043293339,-1.71615296,0,0,0,-1.221323303,-2.043293339,0,1.675101029
ADAR,0,0,1.324599438,-1.510062098,-1.821145671,-2.905926884,0,1.324599438,0,0,-1.821145671,-1.510062098,1.754787398
ADARB1,0,-2.431907267,0,0,1.456206803,1.439648848,0,0,1.226745553,1.285786358,1.456206803,0,0
ADAT1,1.522617414,1.281729429,1.425504139,1.203554579,0,1.135095686,1.281729429,1.425504139,1.223680473,0,0,1.203554579,1.39134975
ADAT2,0,-2.05533796,0,0,0,0,0,-1.330249764,0,1.358150087,0,0,-1.595973627
ADAT3,-1.904673348,0,0,1.232008326,-1.366808951,-1.309001575,0,-1.632236612,-1.746643797,-1.784583179,-1.366808951,1.232008326,0
ADC,0,0,0,0,0,1.139173404,0,0,0,0,0,0,-1.204796429
ADCK1,0,1.088456357,1.124870408,1.095287675,-1.162355202,-1.078917886,1.088456357,1.124870408,0,0,-1.162355202,1.095287675,1.380168578
ADCK2,0,1.92023503,0,0,0,0,1.92023503,0,0,0,0,0,1.817138829
ADCK3,0,0,0,0,1.453597904,2.451451809,0,0,0,-1.082518378,1.453597904,1.259175621,-2.696028323
ADCK4,1.274661693,0,0,0,-1.213327753,-1.450798366,0,0,1.283542375,0,-1.213327753,0,1.133133636
ADCK5,0,0,0,0,0,0,0,0,0,0,0,0,1.494076589
ADCY1,0,-1.23484351,0,0,0,0,-1.23484351,0,0,1.154912133,0,0,-1.29806798
ADCY2,0,0,0,-1.303717836,2.22263839,1.386569617,0,0,0,0,2.22263839,-1.303717836,-1.153714072
ADCY3,0,2.421781347,1.583098387,0,1.250835527,1.256666376,2.421781347,1.583098387,-1.256879022,-1.295322592,1.250835527,0,2.566251181
ADCY4,1.442243009,-3.230151857,-1.264166849,0,0,0,-3.230151857,-1.264166849,0,0,0,0,-1.659960998
ADCY5,0,0,0,0,1.597267262,0,0,0,0,0,1.597267262,0,-1.169959684
ADCY6,-1.637851386,0,0,0,0,1.180914801,0,0,0,0,0,0,0
ADCY7,0,-2.020650306,-1.671424772,1.291784387,1.286139343,1.97231224,0,-1.671424772,0,1.273408154,1.286139343,1.291784387,0
ADCY8,0,0,1.05507346,-1.317868078,0,0,0,1.05507346,0,0,0,-1.317868078,0
ADCY9,1.668541714,-1.82525125,-1.463708219,0,0,1.189986414,-1.82525125,-1.463708219,1.834996609,1.846008703,0,0,-1.816441766
ADCYAP1,0,0,1.041731942,1.284562223,0,1.135828231,0,1.041731942,0,0,0,1.284562223,0
ADCYAP1R1,0,-1.346626055,0,1.316477812,0,0,0,0,0,0,0,1.316477812,-1.245776388
ADD1,0,1.305673456,0,0,1.396226509,1.291250717,1.305673456,0,1.29459656,0,1.396226509,0,0
ADD2,-1.446311869,1.699921148,1.141113912,0,0,0,0,1.141113912,-1.829389431,-1.498499455,0,0,1.239336393
ADD3,2.790151207,-1.456151113,0,0,1.23233626,1.189817247,-1.456151113,1.142683945,3.038034215,1.783183305,1.23233626,0,-3.288845823
ADH1A,0,1.067155307,0,0,0,0,1.067155307,0,0,1.269169472,0,0,0
ADH1C,0,-6.158872263,0,0,0,0,-6.158872263,2.317453749,0,0,0,0,2.197847326
ADH4,0,0,1.246902301,0,0,0,0,1.246902301,0,0,0,0,-9.039460136
ADH5,-1.295070378,1.784062813,0,0,1.278643058,1.190431278,0,1.817480525,-1.252949555,0,1.278643058,0,0
ADH7,0,0,0,-1.240080773,0,0,0,0,0,0,0,-1.240080773,0
ADHFE1,1.304496193,-2.13994215,0,0,-1.389706086,-2.219979831,0,0,1.349701099,1.146303441,-1.389706086,-1.194131009,-4.589473595
ADI1,0,-1.186231794,0,0,1.783461021,2.043002677,-1.186231794,0,0,0,1.783461021,0,-1.674503578
ADIG,0,0,0,0,0,0,0,0,0,0,0,0,-1.078949807
ADIPOQ,0,-1.044116711,0,0,0,0,-1.044116711,0,0,0,0,0,-1.114943803
ADIPOR1,0,1.322920822,0,0,0,-1.09710268,1.322920822,0,0,0,0,0,1.508584795
ADIPOR2,0,1.338528482,0,0,0,-1.126950522,1.338528482,0,0,0,0,0,1.313456111
ADK,0,3.437682162,0,0,1.3026023,1.366180727,3.437682162,1.859159556,0,0,1.3026023,0,2.938888876
ADM,-2.836861697,-2.69828088,-1.745020135,-1.412883136,-4.404693881,-9.312805063,-2.69828088,-1.745020135,-2.528077162,-1.682167896,-4.404693881,-1.412883136,-2.497811823
ADM2,-1.436379349,-1.8452733,-1.371344292,0,0,0,-1.8452733,-1.371344292,0,-1.391515124,0,0,1.704666219
ADNP,0,-1.253507098,0,0,0,0,0,0,0,0,0,0,0
ADNP2,-1.756936623,1.45618349,-1.392937298,0,-1.307991711,-1.264796037,1.45618349,-1.392937298,-1.359571145,0,-1.307991711,0,1.594369765
ADO,0,-1.205000732,0,0,1.482943102,1.297243257,-1.205000732,-1.192025269,-1.643892933,-1.357769336,1.482943102,0,1.291726114
ADORA1,0,0,0,0,-1.252822749,-1.557277518,0,0,0,0,-1.252822749,0,0
ADORA2A,0,0,-1.249128786,1.389321734,0,-1.242139765,0,-1.249128786,0,0,0,1.389321734,1.169318015
ADORA2B,-1.794254418,2.666152694,0,0,-1.569383241,-1.54009606,2.666152694,0,-1.834567492,-1.182800899,-1.569383241,0,4.106948305
ADORA3,1.549237193,0,0,-1.63516969,0,0,0,0,1.304746112,1.258188893,0,-1.63516969,-1.057723191
ADPGK,0,1.590222844,1.19877707,0,0,1.121643626,1.590222844,1.19877707,0,0,0,0,1.230124556
ADPRH,1.569594731,-1.964986074,0,0,0,1.115528076,0,-1.464755342,1.274666954,1.283108266,0,0,-1.584854381
ADPRHL1,0,0,-1.066099562,1.253998659,-1.281035654,-1.111801277,0,-1.066099562,1.239094576,0,-1.281035654,1.253998659,0
ADPRHL2,0,2.129531135,0,0,0,1.108869692,0,1.4317857,0,0,0,0,2.765642122
ADRA1A,0,-1.702247875,0,-1.64846414,1.557563744,0,0,0,0,-1.090856823,1.557563744,-1.64846414,-1.421741655
ADRA1B,0,1.937276702,0,-1.497578264,0,-2.089945061,0,0,0,0,0,-1.497578264,1.94991473
ADRA1D,0,1.397070524,-1.246878725,0,0,0,1.397070524,-1.246878725,0,1.158620843,0,0,1.478019209
ADRA2A,0,0,0,0,-1.559759229,0,0,0,0,0,-1.559759229,0,-1.233986673
ADRA2B,0,1.077388492,0,0,0,0,1.077388492,0,0,0,0,0,0
ADRA2C,-1.319486001,0,-1.077138709,0,0,0,0,-1.077138709,0,0,0,0,-1.24350563
ADRB1,1.973541451,0,-1.134080139,0,1.381661221,1.370082183,0,-1.134080139,2.172941183,2.011890285,1.381661221,0,2.324946482
ADRB2,0,1.507359002,1.295164366,0,-1.718626285,-1.552994783,0,1.295164366,0,-1.304894328,-1.718626285,0,-1.308012092
ADRB3,1.390353399,0,0,0,0,0,0,0,1.372458277,1.272151035,0,0,1.246944579
ADRBK1,0,-2.087120624,-1.294374748,1.5177756,0,1.518253402,-2.087120624,-1.294374748,1.269902657,0,0,1.5177756,0
ADRBK2,0,-1.27406986,-1.406106335,1.162811873,0,0,-1.27406986,-1.406106335,1.625227118,1.643115351,0,1.162811873,-1.349860556
ADRM1,-1.510230932,-2.419211782,0,0,0,-1.247137874,-2.419211782,1.384493718,-2.004660652,-1.991796417,0,0,3.118703843
ADSL,0,3.353852653,0,0,0,-1.297001491,3.353852653,1.762260856,0,0,0,0,2.425127668
ADSS,0,2.330961725,1.532940036,0,0,-1.086882618,0,1.532940036,0,1.264368026,0,0,1.83983154
ADSSL1,0,0,0,-1.206369748,-1.209311752,-1.451981136,0,-1.208274954,0,0,-1.209311752,-1.206369748,2.736210911
AEBP1,0,1.741878312,1.284862803,0,1.529134592,0,0,1.284862803,1.666515034,1.449324963,1.529134592,-1.325032003,2.01393632
AEBP2,-1.293906867,-1.581972923,-1.362545428,1.315254447,-1.234341239,1.124391687,-1.581972923,-1.362545428,-1.273182779,0,-1.234341239,1.315254447,-1.463035886
AEN,-1.316517459,1.51750601,0,0,-1.324705208,-1.593361706,1.51750601,0,-1.831099468,-1.728827002,-1.324705208,0,5.17783394
AES,0,-1.829916587,-1.296779915,1.125195393,1.589139068,1.658659672,-1.829916587,-1.296779915,0,0,1.589139068,1.125195393,-1.27757242
AFAP1,0,-1.4229417,0,0,0,0,0,0,0,0,0,0,1.913541454
AFAP1-AS1,0,-1.059044831,0,0,0,0,-1.059044831,0,0,0,0,0,-1.120449949
AFAP1L1,1.715506291,-1.742054959,0,0,1.179406235,0,0,0,0,0,1.179406235,0,-1.427402536
AFAP1L2,0,1.117468492,0,0,0,-1.489660881,1.117468492,0,0,1.158822311,0,-1.511003949,0
AFF1,0,0,-1.188116042,0,0,-1.305862296,0,-1.188116042,0,0,0,0,0
AFF2,0,0,0,0,0,0,0,0,0,0,0,0,-1.115393669
AFF3,1.559597068,0,0,0,0,0,0,0,1.373798719,1.270504656,0,0,0
AFF4,-1.344184335,-1.12990475,0,0,0,-1.143708365,0,0,-1.328052348,-1.182909442,0,0,0
AFG3L1P,0,1.548467707,1.494223431,0,0,0,1.548467707,1.494223431,0,0,0,0,1.849929157
AFG3L2,-1.489278787,1.85153407,1.367267397,0,0,1.094275611,1.85153407,1.367267397,-1.354648605,0,0,0,1.618991569
AFMID,1.286894155,1.267334721,0,1.430981676,0,2.072004886,1.267334721,0,1.308660855,1.2498159,0,1.430981676,0
AFP,0,1.564743527,0,-1.289856804,0,-2.030146783,1.564743527,1.073723183,0,0,0,-1.289856804,1.506158855
AFTPH,0,-1.213768131,0,-1.232643656,-1.920612842,-2.052837842,-1.213768131,0,-1.196426407,0,-1.920612842,-1.232643656,1.275035747
AGA,-1.228949556,0,0,-1.342085011,1.723399544,0,0,1.291422415,0,0,1.723399544,-1.342085011,-1.869138356
AGAP1,0,1.282245152,0,0,1.357795349,1.167731799,0,0,0,-1.152049103,1.357795349,0,1.250138234
AGAP11,1.269774747,0,0,0,0,0,0,0,0,0,0,0,0
AGAP2,1.428529325,0,0,2.430200428,-1.68458944,2.290191331,0,0,0,1.231391882,-1.68458944,2.430200428,0
AGAP3,-1.459504098,-2.172109839,0,0,1.292913461,1.250408302,-2.172109839,-1.581673073,-1.309408303,-1.259879334,1.292913461,0,-1.686543089
AGAP7,1.242114298,-1.941824603,0,0,0,0,-1.941824603,0,1.242180888,0,0,0,-1.138854067
AGBL1,0,-1.090782445,-1.084444349,0,0,0,-1.090782445,-1.084444349,0,-1.253914595,0,0,-1.26550755
AGBL2,0,1.123412416,0,0,0,0,1.123412416,-1.104551091,0,0,0,0,0
AGBL3,0,-1.271858964,-1.148318234,-1.163317597,1.488990249,1.367047103,-1.271858964,-1.148318234,0,-1.202586015,1.488990249,-1.163317597,-1.122669431
AGBL4,0,-1.334354283,-1.112897154,0,0,0,-1.334354283,-1.112897154,0,0,0,0,0
AGBL5,0,1.473549923,0,0,0,1.186157329,1.473549923,0,0,0,0,0,0
AGER,0,-1.214821021,0,-1.191832996,0,-1.109394767,-1.214821021,0,1.343551871,1.235706501,0,-1.191832996,1.173819856
AGFG1,-1.262872305,1.717355917,0,0,-1.150397128,-1.116603629,1.717355917,0,-1.311935443,0,-1.150397128,0,1.484890064
AGFG2,0,-1.802686797,-1.284150766,1.289274177,-1.298506657,0,0,-1.284150766,0,0,-1.298506657,1.289274177,-1.947332086
AGGF1,0,-2.025026712,0,0,0,0,0,-1.298660149,0,1.186466906,0,0,-2.294252198
AGK,0,1.250443785,0,0,0,-1.123108734,1.250443785,0,-1.420905003,-1.191415455,0,0,1.618009935
AGL,0,0,0,0,0,1.06479707,0,0,0,1.382729793,0,0,-1.597819283
AGMAT,0,2.02124119,1.16292936,0,1.424462186,1.229676156,2.02124119,1.16292936,0,0,1.424462186,0,2.347238329
AGMO,0,-1.122619578,0,0,1.397066496,1.39643882,-1.122619578,0,0,0,1.397066496,0,-1.460786624
AGPAT1,1.314683594,0,0,0,0,1.14717559,0,0,0,0,0,0,0
AGPAT2,0,0,0,0,0,-1.244165846,0,0,0,-1.067102835,0,0,-1.211546141
AGPAT3,1.284099839,1.248389256,0,0,0,0,0,0,0,0,0,0,2.003602912
AGPAT4,-1.376961524,0,0,-1.131510672,1.18774132,1.102195577,0,0,0,-1.309215239,1.18774132,-1.131510672,-1.800676406
AGPAT4-IT1,-1.476393448,1.260101297,0,0,0,0,0,1.792499538,-2.42406673,-3.157145726,0,0,-1.544451979
AGPAT5,1.907214163,-1.593031735,0,0,1.161697178,1.211757575,0,0,1.938424997,1.762556923,1.161697178,0,0
AGPAT6,-1.437756464,2.311938979,1.580949593,0,0,-1.141097041,2.311938979,1.580949593,0,0,0,0,1.331037737
AGPAT9,-1.914276145,-1.635063447,-1.51802322,-1.233573703,-1.556432464,-1.613643237,0,-1.51802322,-2.406067694,-1.27423304,-1.556432464,-1.233573703,0
AGPHD1,0,1.135074961,0,0,1.750187889,1.58565449,1.135074961,0,0,0,1.750187889,0,0
AGPS,0,1.522918503,0,0,0,0,0,0,0,1.098483804,0,0,1.338551215
AGR2,0,0,0,0,-5.82599742,-3.774285922,0,0,0,0,-5.82599742,0,0
AGR3,0,0,0,-1.270462648,1.544060528,0,0,0,0,0,1.544060528,-1.270462648,0
AGRN,0,-1.234499934,-1.27001077,-1.372534028,0,-1.391521135,0,-1.27001077,-1.337519313,-1.455648627,0,-1.372534028,-1.199934087
AGRP,1.235789538,-1.36934948,-1.624345994,0,0,1.144527393,-1.36934948,-1.624345994,1.287966336,1.443970217,0,0,-1.380257819
AGSK1,0,1.217215742,0,0,0,0,1.217215742,0,0,0,0,0,1.230085787
AGT,0,0,0,-1.469536197,-1.800309465,-2.291976225,0,0,0,0,-1.800309465,-1.469536197,-1.156293958
AGTPBP1,1.411843259,0,0,0,0,0,0,0,1.353773333,1.268798855,0,0,-1.689465174
AGTR1,0,2.160971741,1.181982409,0,0,0,2.160971741,1.181982409,0,0,0,0,2.121147734
AGTRAP,1.3440198,1.272738486,1.113865718,0,0,-1.143850278,1.272738486,1.113865718,1.264479293,0,0,0,1.217779867
AGXT,0,-4.0801911,-1.490376823,0,0,0,-4.0801911,-1.490376823,0,0,0,0,1.894741286
AGXT2L1,0,1.061809462,0,0,0,0,1.061809462,0,0,0,0,0,0
AGXT2L2,1.28292232,-1.53900028,0,0,1.265134803,1.227779385,-1.53900028,0,1.640123827,1.385044712,1.265134803,0,0
AHCTF1,0,0,0,0,0,1.146648554,0,0,0,0,0,1.129627036,0
AHCY,0,6.495506344,0,1.362558259,0,1.146737372,0,2.492501999,1.38081715,0,0,1.362558259,5.651365405
AHCYL1,0,2.126483573,0,0,0,0,0,1.819682843,0,0,0,0,1.212510818
AHCYL2,1.230261394,-2.429533259,-1.80663879,0,0,-1.307991037,-2.429533259,-1.80663879,1.247063708,0,0,0,-3.585398999
AHDC1,-1.716229639,-2.328647914,0,1.163607477,0,1.235579097,-2.328647914,-1.299973479,0,-1.365950741,0,1.163607477,0
AHI1,-1.273933112,0,0,0,0,-1.279249104,0,0,0,1.135866139,0,0,-1.485759104
AHNAK,-1.568945109,1.275394688,0,1.123173016,-1.301895926,0,1.275394688,0,-1.296297686,0,-1.301895926,1.123173016,0
AHNAK2,-1.246421812,2.48334815,1.378609102,0,0,0,0,1.378609102,-1.236686496,-1.183390394,0,0,3.404797662
AHR,0,0,0,0,1.4747993,1.672631282,0,1.253053992,0,0,1.4747993,-1.269100432,-2.721225532
AHRR,0,-3.180964013,0,0,0,1.739188504,-3.180964013,0,0,1.258547775,0,0,1.450514356
AHSA1,0,4.85339214,0,0,0,0,4.85339214,0,1.238406384,1.617406613,0,0,2.557887814
AHSA2,0,-1.358727851,-1.273381396,0,0,0,0,-1.273381396,1.247461221,1.166396545,0,0,-1.940283351
AHSG,1.328940972,0,0,0,1.790671964,0,0,0,1.25861904,1.19105408,1.790671964,0,0
AHSP,0,0,0,1.576835484,-1.898108239,-1.179050408,0,0,0,-1.18668681,-1.898108239,1.576835484,0
AICDA,0,1.107417551,0,0,0,0,1.107417551,0,0,1.26653662,0,0,0
AIDA,-1.256452488,1.529833721,1.346672527,-1.284007868,-2.464860984,-3.420751091,1.529833721,1.346672527,0,0,-2.464860984,-1.284007868,0
AIF1,0,-1.128096254,0,1.327335651,-1.783231753,0,-1.128096254,0,0,-1.160249947,-1.783231753,1.327335651,-1.161801555
AIF1L,-1.347382568,-1.092050782,0,0,0,1.217990164,-1.092050782,0,0,0,0,0,0
AIFM1,1.360090303,1.552453638,0,0,0,0,0,0,1.309221264,1.252935068,0,0,1.397874138
AIFM2,-1.493549963,-1.103917069,-1.273084608,0,-1.285316664,-1.366035519,0,-1.273084608,-1.18797636,-1.110894329,-1.285316664,0,1.449576228
AIFM3,1.737243335,0,0,0,0,0,0,-1.081673465,1.596986808,1.371808732,0,0,0
AIG1,2.307367086,1.434215207,0,0,0,0,1.434215207,1.11801878,1.943426299,1.253141657,0,0,-1.370322701
AIM1,0,3.581506205,1.530591124,0,-2.406722174,-1.762235788,0,1.530591124,0,1.169728739,-2.406722174,0,2.545099934
AIM1L,0,-1.62927801,0,0,1.19193136,1.440324935,-1.62927801,-1.258312127,0,0,1.19193136,0,1.113306498
AIM2,0,-1.042324831,0,0,0,0,-1.042324831,0,0,0,0,0,-1.112643968
AIMP1,0,1.624011385,0,0,0,-1.160749371,1.624011385,0,0,1.240729927,0,0,1.303045552
AIMP2,0,2.502905623,0,0,0,-1.174863354,0,1.463477224,0,0,0,0,2.924849625
AIP,1.77129995,0,0,0,0,0,0,1.103407317,1.503673741,1.157519892,0,0,0
AIPL1,-1.298602595,-1.24609308,0,0,0,0,-1.24609308,0,0,0,0,0,-1.6040343
AIRE,0,0,0,0,2.008250687,1.611580375,0,0,0,0,2.008250687,0,1.915162929
AIRN,0,0,0,-1.290394036,1.273695888,-1.190316691,0,0,0,0,1.273695888,-1.290394036,0
AJAP1,0,1.07748606,0,0,1.61554659,0,1.07748606,0,0,0,1.61554659,0,0
AJUBA,-1.376056504,-1.326553175,-1.450596275,0,0,0,-1.326553175,-1.450596275,-1.272218827,-1.154758038,0,0,1.180643379
AK1,1.569833626,0,1.199429408,0,1.787942351,1.295313308,0,1.199429408,1.255650193,0,1.787942351,0,0
AK2,1.340420068,1.661960637,0,0,0,0,0,1.16860867,1.221850019,0,0,0,1.4933381
AK3,0,0,0,0,1.647203847,1.646791062,0,0,1.346873949,1.409325794,1.647203847,0,-1.916159453
AK4,1.433274164,1.529081265,0,0,-1.384245401,-1.663580284,1.529081265,0,1.465896263,1.371202077,-1.384245401,0,-1.168880616
AK5,-1.253521866,2.107363706,1.258339554,-1.63373743,0,0,2.107363706,1.258339554,-1.187258044,-1.128673871,0,-1.63373743,2.123668664
AK7,0,0,0,0,1.372208436,1.392031103,0,1.040938567,1.167871988,1.111774923,1.372208436,0,-1.065661539
AK8,0,0,0,0,0,1.180194014,0,0,0,0,0,0,1.601107699
AKAP1,0,1.602432233,1.151078139,0,0,0,1.602432233,1.151078139,0,0,0,0,1.241258811
AKAP10,0,-1.338888069,0,0,0,0,-1.338888069,0,0,1.438913848,0,0,1.316515492
AKAP11,1.376391545,-2.320046796,-1.303279971,0,0,0,0,-1.303279971,0,0,0,0,-2.151662941
AKAP12,0,1.485918436,0,-1.213427482,0,-1.17430025,1.485918436,0,-1.428798897,-1.373496225,0,-1.213427482,-1.394018765
AKAP13,0,-2.108978779,-1.710115146,0,0,1.16577181,0,-1.710115146,0,0,0,0,-2.139087041
AKAP14,0,-1.066509496,0,-1.318614644,0,0,-1.066509496,0,0,0,0,-1.318614644,0
AKAP17A,0,-1.477563972,-1.566119583,0,0,0,-1.477563972,-1.566119583,0,1.231025252,0,0,0
AKAP2,-1.31387263,2.030903441,0,0,0,-1.270834604,2.030903441,0,0,1.555116521,0,0,2.16206421
AKAP3,0,-1.185592692,0,0,0,0,-1.185592692,0,0,1.155329922,0,0,-1.111000827
AKAP4,0,0,0,0,-2.381889183,-1.397339041,0,0,0,0,-2.381889183,0,1.313296156
AKAP5,1.552941881,1.056333092,0,0,0,-1.492561919,1.056333092,0,0,0,0,-1.515238291,1.10100317
AKAP6,0,0,0,0,1.417542148,1.51690656,0,0,0,0,1.417542148,0,0
AKAP7,0,0,0,-1.136582898,0,0,0,0,0,0,0,-1.136582898,0
AKAP8,0,-2.226209448,-1.718057977,1.105242156,0,0,0,-1.718057977,-1.303689673,-1.341381837,0,1.105242156,0
AKAP8L,0,1.453760608,0,0,1.408923824,1.495363375,0,1.134097935,0,0,1.408923824,0,1.688248711
AKAP9,0,-1.408683928,0,0,0,1.069135582,-1.408683928,0,0,1.17350209,0,0,-1.791653162
AKD1,0,0,0,0,0,0,0,0,0,1.185415942,0,0,0
AKIP1,1.238879887,1.517247341,0,0,0,0,1.517247341,1.432362973,1.315442484,1.252914827,0,0,2.412787562
AKIRIN1,0,-1.551951095,-1.3476535,0,-1.167858699,-1.112186515,-1.551951095,-1.3476535,0,-1.180207272,-1.167858699,0,1.185551772
AKIRIN2,0,1.641555226,0,0,1.198483478,1.141634974,0,0,-1.469472766,-1.482240498,1.198483478,0,2.237361983
AKIRIN2-AS1,-1.390600437,1.157707959,0,0,0,0,1.157707959,0,-1.61082657,-1.487690133,0,0,0
AKNA,0,-1.353271083,-1.318840109,1.650969315,0,2.333691241,-1.353271083,-1.318840109,0,0,0,1.650969315,-1.722436268
AKNAD1,0,-1.134875464,0,1.647811332,0,0,-1.134875464,-1.131268754,0,0,0,1.647811332,-1.21215122
AKR1A1,0,1.282963193,0,0,0,-1.133438141,1.282963193,1.206030456,0,0,0,0,0
AKR1B1,1.426774323,4.977000381,2.562208269,0,0,0,4.977000381,2.562208269,0,0,0,0,5.714004116
AKR1B10,0,1.701945323,0,0,0,1.265610308,0,1.098935841,0,1.081797159,0,0,1.485962557
AKR1B15,0,1.236979187,0,0,0,0,1.236979187,0,0,0,0,0,1.458384335
AKR1C1,0,0,0,0,0,0,0,0,0,1.117381118,0,0,-1.975447477
AKR1C3,1.520228849,0,1.289467106,0,0,0,0,1.289467106,0,1.72948095,0,0,-3.088783832
